,Unnamed: 0,summary,generated_sequence_greedy,generated_sequence_beam,generated_sequence_topk,generated_sequence_topp,rougel_greedy,rougel_beam,rougel_topk,rougel_topp,bert_score_f1_greedy,bert_score_f1_beam,bert_score_f1_topk,bert_score_f1_topp
49,49,Scrapping tuition fees in England is the biggest and most expensive proposal in Labour's £25bn worth of pledges for education.,",,, and the rise in fees is a sign of a strong political shift.,,, and",#NAME?,"fees, more than the US’s first-largest public universities - the UK's second biggest flier on student support. That's the latest in the two-year elections.","and is a trending indicator of a lack of funding for a country's major university, a government of Wales and",0.23529411764705882,0.0,0.19999999999999998,0.25,0.8548945784568787,0.8334388732910156,0.8408976197242737,0.8502389192581177
50,50,Fire crews are expected to leave the site of the Shoreham Airshow disaster later after spending nearly three weeks at the scene of the crash.,and their families have expressed their gratitude and gratitude to the victims of the A27 crash.,and their families have expressed their condolences and condolences to the victims of the A27 crash.,": ""Our service continues to be on the road and to help people who died in a crash and for a tragic accident as he flew into the street."" West Sussex Police have confirmed they have finished their work at the scene","on the journey to the Shoreham Air Show in London, after an aircraft hit a community site, a woman who was killed in",0.24390243902439027,0.24390243902439027,0.1818181818181818,0.2127659574468085,0.8732468485832214,0.8632643222808838,0.860262930393219,0.8529034852981567
51,51,"The US director of national intelligence has said he ""never felt pressured"" to influence the inquiry into Russia's political meddling.",",,,,,,, has spooked the White House. has spoo",has been criticized for not being able to discuss his interactions with the president.,with President Donald Trump is a petty bad point.,""" Bush is ""not willing to come,"" the White House’s spokesman said.",0.19047619047619047,0.2777777777777778,0.15384615384615383,0.1935483870967742,0.8480725884437561,0.87327641248703,0.8532662987709045,0.8739485144615173
52,52,White House officials will not say whether pop star Prince performed at a weekend party at the executive residence despite guests posting about it on social media.,has confirmed that a private party was held on Saturday but said little else.,has confirmed a private party was held on Saturday but said little else.,posed by celebrities such as Prince and Steve Wonder.,Obama has announced that a private party was held on Saturday but not in the second place.,0.15789473684210525,0.16216216216216217,0.14285714285714285,0.19512195121951217,0.8784619569778442,0.880192220211029,0.8467590808868408,0.8798055648803711
53,53,These roads in Northern Ireland are closed due to poor weather conditions as of Friday 15 January.,", Then, the Road Causanagh, Loughgall Tannyoky Road, Poyntzpass Carrowre","Derrygonnelly Road, Causanagh Road, Loughgall Tannyoky Road, Poyntzpass Carrow","Road, Dierygonnelly Country, Dartwell Road, Hertfordshire Road and Coymenta Road, Densiao Way, Wendcliffe Road, Tobacco County, Kildren Road","Austrockner Road, The Snowberg-Richtung de Culsanagh, Itener Road, Liyed",0.10526315789473685,0.08,0.07142857142857142,0.10000000000000002,0.7985761761665344,0.7965617179870605,0.7970951795578003,0.8040129542350769
54,54,Approximately one in four of us will experience a mental health problem each year in England.,",,,,, and,,, and having a better mood, Emma Gleeson",",,,,,. is a powerful tool to improve mental health.,,,",",, and now!, has been and feel more relaxed. is gaining strength at this point. can hurt the brain, making life harder, and changing our diet might not be helpful. We all need","to help mental health sufferers,.? Take care of your gut bugs.,. This can really put us at",0.15999999999999998,0.25,0.14814814814814814,0.17647058823529413,0.8414247035980225,0.8614203333854675,0.8403806090354919,0.8447685241699219
55,55,US investigators have closed an inquiry into whether To Kill A Mockingbird author Harper Lee was pressured into publishing a sequel.,",,,,,,,'s's's has been sparked","was ""extremely hurt"" by allegations she was manipulated into publishing a new book, her lawyer said.","the latest Alabama publication of a new ""go set a Watchman"" is due to date a year after the death of a native Alabama woman.",#NAME?,0.2608695652173913,0.2162162162162162,0.23255813953488372,0.0,0.8121508359909058,0.8794771432876587,0.8481603860855103,0.8334388732910156
56,56,"The US has said it is suspending talks with Russia over Syria, accusing Moscow of having ""failed to live up"" to its commitments under a ceasefire deal.",has resigned from the US's bilateral talks with Russia.,"and the United States are ""trying to shift responsibility on to someone else,"" a Russian official said.","to have a Turkish military presence in Syria this week and in Syria, a Korean state Department official said.",has ordered Washington to suspend the talks with Russia.,0.2702702702702703,0.19047619047619052,0.22857142857142856,0.26666666666666666,0.8954247236251831,0.8716174364089966,0.862110435962677,0.9046216011047363
57,57,"Labour's Sadiq Khan has been elected Mayor of London, becoming the city's first Muslim mayor.",",,, and the British Mayor of London,, and the British Prime Minister of London, Khan,,",has been congratulated on Mr Khan's victory.,", The Times said: The British mayor in Berlin was in shock as he was congratulated on a success story in the upcoming presidential hopefuls.",and has repeatedly criticised the election of Britain's Muslim Brother Emmanuel Khan.,0.2580645161290323,0.24,0.20833333333333334,0.26666666666666666,0.8470324277877808,0.8772523999214172,0.8581300377845764,0.8734198808670044
58,58,A church in West Yorkshire has recruited a new vicar following a video job advertisement sung by a choir of children.,",,,,,,,,,, and the church's children have posted ",", the new vicar, Henriette Howarth, will take up the post next week.","The Year is on in Shipley! The new vicar, Henriette Howarth, will sing a song in the church, called, ""If you want this new role have a safe way of getting out and",will be named for a new vicar.,0.2222222222222222,0.20689655172413793,0.2222222222222222,0.21428571428571427,0.8479191660881042,0.8722140789031982,0.8539630770683289,0.8762440085411072
59,59,Manchester City midfielder Kevin de Bruyne says he will be out for about 10 weeks after injuring his right knee during Wednesday's League Cup semi-final victory over Everton.,has been astonished by the injury of Everton's Kevin de Bruyne.,"'s Kevin de Bruyne is out for around 10 weeks, according to his agent Patrick de Koster.",and scored only two goals against Everton on Sunday night in the Champions League final defeat to Everton.,in Germany. The Belgian can now leave the country for just 10 weeks.,0.2962962962962963,0.3404255319148936,0.1818181818181818,0.20689655172413793,0.8917317390441895,0.8955755829811096,0.8663803339004517,0.8624204993247986
60,60,"A 34-year-old woman who was injured in an attack by a knifeman on a Swiss train has died in hospital, police say.",", police said. a man who stabbed passengers on a train in St Gallen, Switzerland, died on Sunday.",", a Swiss man, died in a train attack on a train in St Gallen.",": Two were injured and 5 others are in a serious condition, officials claim. was killed, police say. More than 30 people died when train hit someone in a flammable liquid around 12:20 pm when ","at the time of the attack., a Swiss man, has died in a serious condition.",0.2926829268292683,0.3684210526315789,0.1694915254237288,0.3076923076923077,0.9044825434684753,0.8998457789421082,0.8636230826377869,0.8800176978111267
61,61,"A ""reckless drone operator"" is being sought by police after reports of a ""near miss"" between a drone and plane.",",,,,,, and, a drone that was flying from London Stansted, Cornwall,",", a UK Airprox Board spokesperson said: ""The close proximity of the drone to the passenger aircraft shows a complete disregard for public",".,, as of Saturday, September 1, 2016 ""I was not worried"" by a drone or operator. has indicated that could harm passenger safety. Mores from British Airways conducted a search of the area","“It is incredibly concerning to find a drone, a UK Airprox Board spokesperson said.",0.14814814814814817,0.24489795918367346,0.1694915254237288,0.22857142857142854,0.8425066471099854,0.8585231900215149,0.8545196056365967,0.8513475060462952
62,62,A seal found tangled in nets on an Aberdeenshire beach has been returned to the sea.,The Scottish SPCA has removed the grey seal from beach and took it to a rescue centre where it was cut free.,"was found on a beach in Drumoak, Scotland. ""The amount of netting tangled around the seal's",of a single septicaemia caused by water damage. This was an accidental death on a beach in Drumoak after a friend of the British Rescue Corps had recently found the grey seal.,"With the seal then gone for the beach a few hours after he was discovered. ""Our fireman was getting back in the water",0.20408163265306123,0.25,0.21428571428571427,0.17241379310344826,0.8754204511642456,0.883073091506958,0.8550317287445068,0.8652616143226624
63,63,"A lifetime of diaries, letters and photographs of a man described as a cross between Indiana Jones, James Bond and Graham Greene has opened to the public.",", and a collection of books by Sir Patrick Leigh Fermor has been catalogued by the National Library of Scotland.","of travel writer, war hero and adventurer Sir Patrick Fermor has been catalogued by the National Library of Scotland.",and his historical remains have been collected by the Library of Scotland.,", the Leigh Fermor book has been written and donated to the Library of Scotland.",0.23529411764705882,0.23529411764705882,0.3703703703703704,0.3225806451612903,0.8578516244888306,0.8564486503601074,0.8763426542282104,0.8673525452613831
64,64,Regional official Tim Roache has been elected to become the new general secretary of the GMB union.,has been elected as the Labour Party's chief executive.,"has been elected. ""I will repay my faith in me by leading a 21st Century union that fights for our members,",has moved back to the UK through the spring of 2011 (after a lengthy six-month period) to join the UK--led Labour Party.,has a strong bond with the Labour Party.,0.37037037037037035,0.2222222222222222,0.24390243902439027,0.2962962962962963,0.9040200114250183,0.8561158776283264,0.8539709448814392,0.8730278015136719
65,65,We go behind the scenes with singer Laura Mvula as she prepares to debut her new material and kick off the 48th series of Later... with Jools Holland.,",,,,,,,,,,,,, and she'",",,,,,,,,,, and she's a bit of ","it can be a whole year. A Thousand Days is now in its third year in a row, with an appearance as a young girl, a fellow performer, as well as artist Susan Jools Holland","just walked through the bar to join us as a ""live and creative"" show that took place in an area of many europe",0.16666666666666669,0.25,0.2033898305084746,0.19999999999999998,0.8102332353591919,0.8208147883415222,0.8486499190330505,0.8400133848190308
66,66,"Newcastle midfielder Jonas Gutierrez says he feels ""born again"" following his return to Premier League action after overcoming testicular cancer.",to be back in England and have a very strong relationship with Newcastle.,"to be back in England. ""I feel like I'm enjoying things for the first time."" Newcastle manager Jonas Gutierrez","that I really need to learn how to improve my reputation, and do all I can to make for the future."" Newcastle defender Jonas Gutierrez has been diagnosed with a tumour that is expected to develop in a second",Manchester United have experienced the shock of a diagnosis of cancer in the first half of the season.,0.1935483870967742,0.17777777777777778,0.16393442622950816,0.303030303030303,0.8639604449272156,0.877936840057373,0.8593525290489197,0.8756589889526367
67,67,"League Two Exeter City made a profit of over £1.6m last year, according to the club's latest accounts.",", Exeter City have announced a total profit of £1.642m for the club.",", Exeter City have declared a total profit of £1.642m for 2014-15, mainly due to the sale of midfielder",: Exeter City have announced that it would allow Exeter to redevelop the Palace Hotel in St James Park.,Exeter have announced a £2m redevelopment of St James Park.,0.4848484848484849,0.4000000000000001,0.2105263157894737,0.24,0.9314241409301758,0.9098721742630005,0.873784601688385,0.8933665156364441
68,68,Para-athlete Abdullah Hayayei died after a metal throwing cage fell on him during training.,"Abdullah Hayayei, 36, was injured in a throwing cage at Newham Leisure Centre in Dubai on Tuesday.",Abdullah Hayayei was injured in a throwing cage at Newham Leisure Centre in Dubai on Tuesday.,"was seriously injured at the UAE Olympic Games on Thursday when he was injured in a throwing cage collapsed on Jordan, UAE teammate Mohamed Abdullah Hayayei's head.",Abdullah Hayayei is still recovering from injuries sustained by a truck truck in Dubai.,0.37500000000000006,0.38709677419354843,0.1923076923076923,0.20689655172413796,0.8931761384010315,0.8960257768630981,0.8906958699226379,0.8948724865913391
69,69,"Manufacturers have reported positive business trends, in the latest survey from the Scottish Chambers of Commerce.",", with the Scottish Chambers of Commerce's economic data indicating a strong 2017 business outlook.",", the Scottish Chambers of Commerce said: ""This is good news for the economy, particularly as we continue to deal with international uncertainty.""","for is well-balanced according to the latest Scottish Chambers of Commerce survey. ""An underlying economic record is for many sectors,"" said Professor Dr Philip Young.","of Scottish business optimism remains positive, with Scottish business optimism still a strong concern.",0.3225806451612903,0.2631578947368421,0.2857142857142857,0.15,0.9224148988723755,0.8830563426017761,0.8952763080596924,0.8881276845932007
70,70,"The public inquiry into undercover policing may ""expose both creditable and discreditable conduct"", chairman Lord Justice Pitchford has warned.",",,,,, and the alleged abuses of women and women in the UK have been uncovered.",of undercover policing in England and Wales has been subjected to a major public inquiry.,'s families have been murdered to do their best. The family has been undercover since 2001.,"officers have been uncovered by the police who have accused them of being ""enlightened"" by police. ""We want to make sure",0.27027027027027023,0.27027027027027023,0.19354838709677422,0.2777777777777778,0.8649396300315857,0.884152889251709,0.8525785803794861,0.8562700152397156
71,71,Reigning champions New Zealand are into their fourth World Cup final after slogging past South Africa in another Twickenham epic.,"and,,,,, South Africa and South Africa were beaten by South Africa in the World Cup final.",South Africa were beaten by South Africa at the World Cup by South Africa at the World Cup.,and a dazzling display provided the final to a world Cup victory at the New South End in a 2-1 defeat to South Africa.,have won the World Cup with South Africa but South Africa have lost the entire Test season.,0.24242424242424243,0.2105263157894737,0.19512195121951217,0.2162162162162162,0.8575301766395569,0.8642671704292297,0.852337121963501,0.8667031526565552
72,72,A computer model of one of the world's tallest three-sided obelisks is being made to find out why it is falling apart.,is being used to assess the stonework under the surface of the historic landmark.,of the National Trust is using ground-penetrating radar on the Blackdown Hills to see under its stonework.,"has seen a ""crucial"" and ""everything complex"" design of a stonework. A survey on a 174ft tower on the Blackdown Hills, Somerset, will be carried out.",and has been used to examine the ‘old’ stonework of a 174ft (53m) tower. It is being,0.2580645161290323,0.1904761904761905,0.22641509433962265,0.3181818181818182,0.8815000057220459,0.8640195727348328,0.861586332321167,0.8588724136352539
73,73,Profit jumped at Zara owner Inditex in the first half of the year as the firm opened new stores and invested in online.,", the company said., the company said, has benefited from steady economic growth in Spain, where sales jumped from €9.","in Spain, according to Spanish statistics agency Liberum. ""It's a big opportunity for Zara to expand online into new",'s clothing retailer (Tacipan) revealed its online presence in Spain.,in Spain - and it's seeing sales in Spain - to rise by 20% in the next two months.,0.20833333333333334,0.22222222222222224,0.13333333333333333,0.2424242424242424,0.8484380841255188,0.8604901432991028,0.8482660055160522,0.8578791618347168
74,74,"Lady Gaga is leading the pitch invasion at Sunday's Super Bowl, where she'll perform the all-important half-time show.",",,,,, or,,,,, and a slick, ",",,,,, or follow us on Facebook, Twitter, or Instagram at bbcnewsents.",(b) has become one of the greatest Super Bowls of all time.,on the Show in Nashville is an entertaining success.-directed comical performance by BBC Television has reached the '70s.com,0.19047619047619047,0.12121212121212122,0.27586206896551724,0.22222222222222224,0.8423945307731628,0.8078743815422058,0.856037437915802,0.8396102786064148
75,75,"A victim of the Rochdale grooming gang says the convictions were still ""not fazing"" Asian child sex abusers.","and the police have been ""committed"" to tackling abusers in Greater Manchester.","of Asian men who abused teenage girls in the town of Rochdale, Manchester, from the age of 13 until she was 17 ","to protect her identity as a man of 18 years, has said he is “exposed” for children and families and has ""been learnt"" from the attacks he has committed over the past three years.",had told her that the abuse was going on in the Northern District of Manchester.,0.22857142857142854,0.2631578947368421,0.21428571428571427,0.20689655172413796,0.8852314352989197,0.8629984259605408,0.8475930094718933,0.874294102191925
76,76,"John Lewis's Nottingham store is to remain closed longer than expected after 80,000 litres of hot water leaked from a ruptured heating pipe.","a store in Victoria Centre has been closed ""until further notice"".","a store in Victoria Centre has been closed ""until further notice"". Torrents of water brought down a suspended ceiling and",the stock was left in the shop after a week to break with a broken ceiling and a floor hit with the fire.,"during the Victoria Centre shopping week, the shop is now closed for the first time in two weeks.",0.2962962962962963,0.22222222222222224,0.2564102564102564,0.1951219512195122,0.8695238828659058,0.861343264579773,0.8602622747421265,0.8619520664215088
77,77,"Bots appear to be spamming a US regulator's website over a proposed reversal of net neutrality rules, researchers have said.",s to the FCC have been a result of a boom in automated comments.,"to the Federal Communications Commission (FCC) over the weekend. ""Someone has gone out of their way to make these seem like real",s: has come amid widespread protest over controversial proposals such as this. to the Internet Institute has also launched a campaign to protect internet traffic that has a rise in remarks since the launch of dso,s to the Internet Club are calling for the FCC to drop more proposals on Monday.,0.2758620689655172,0.23529411764705882,0.2222222222222222,0.2325581395348837,0.8639365434646606,0.8487281799316406,0.8522615432739258,0.8542686104774475
78,78,New Sale Sharks chairman Fran Cotton has conceded they must work to restore their relationship with some fans.,"to be a strong rugby club, and he has promised to be active in his role. ""I think people in the early days","Sale have moved home games back to Friday nights for the season. ""I think people in the early days of moving have had a pretty",Ayenne Coal has made an announcement at sale that David Cotton will be sitting on the club's board until after an injury to his football team.,Sale have signed and won one of the Premiership's best five squads.,0.24390243902439024,0.24,0.17391304347826086,0.21621621621621623,0.8526182770729065,0.8485233187675476,0.8647276759147644,0.8716579079627991
79,79,Disney's latest animation Moana dominated the Thanksgiving box office over the five-day US holiday weekend.,",,, and,, or follow us on Twitter, Instagram or Instagram.,,, a",", a film about a princess's journey in Polynesia took an estimated $81.1m (£65.3m)","at the US BBC, which have put Disney back on the charts on December 31st, 2013, after more than one year in US theaters.",", and does the same with Meg Aldea.'s Disney drama Blitz, where the greatest Christmas has been given on",0.15384615384615385,0.1875,0.2127659574468085,0.20512820512820512,0.8013162016868591,0.8557528257369995,0.8567913174629211,0.8258141279220581
80,80,British number one Johanna Konta reached the quarter-finals of the Bank of the West Classic in Stanford with a straight-set win over Julia Boserup.,Konta Konta will play China's Saisai Zheng in the last eight on Friday.,Konta Konta will play China's Saisai Zheng in the last eight on Friday.,#NAME?,Konta Konta won her second round match in nearly an hour.,0.18181818181818182,0.18181818181818182,0.0,0.14814814814814814,0.872661828994751,0.872661828994751,0.8334388732910156,0.883630096912384
81,81,"Two men have been assaulted in Larne, County Antrim, by a gang armed with baseball bats and a hatchet.",The Police have appealed for anyone with information about the attack to contact them.,Police have appealed for anyone with information about the attack to contact them.,", Sunday at the Turnhall Road in Linn Road. Two men and three people have been taken to hospital after the attack.",A shooting is on the Linn Road in the town of Linn Road.,0.26666666666666666,0.2222222222222222,0.2222222222222222,0.28571428571428575,0.8738417029380798,0.8726043105125427,0.865791380405426,0.8614926338195801
82,82,"The Ebola victim who is believed to have triggered the current outbreak - a two-year-old boy called Emile Ouamouno from Guinea - may have been infected by playing in a hollow tree housing a colony of bats, say scientists.",",,, and they found a tree stump in the village of Meliandou.,,, and","of the Ebola virus. The researchers at Meliandou University, Germany, have found that the bats carry the virus.",s of a bat. They have also collected bats in a small village in a small city called Meleandou. It's very rare to have an incensive fossil of Abola ,"of Ebola is a rare rare occurrence in and had eaten on one of the birds.,, is the",0.2962962962962963,0.23255813953488372,0.26666666666666666,0.2380952380952381,0.8407514095306396,0.8518139123916626,0.8416646122932434,0.8160718083381653
83,83,Stuart Bingham may pull out of the Masters if his wife goes into labour with their third child.,has said he would play in the 2016 World Championship if his wife gives birth before his first round match against Joe Perry.,has said he'd have to talk to his wife before his first-round match against Joe Perry.,"of England at the World Championships in England, and has asked her to stay on the way to a week-round match.",because of his wife's absence from his first-round game at the Essex World Championship.,0.1951219512195122,0.20512820512820512,0.22727272727272727,0.1904761904761905,0.8939767479896545,0.8745203614234924,0.8462682366371155,0.8578683733940125
84,84,"Part of Colwyn Bay pier is to be dismantled after it collapsed into the sea, Conwy council has decided.",is expected to take about three weeks to complete. structure is expected to be re-opened in the summer. to be completed,"has been set aside for work on the ""dangerous"" Grade ll pier, which gave way on 1 February.","has already been fixed for three weeks. is under construction, and £650,000 has been set aside for the new building.",has been declared the problem of the Grade ll pier.,0.21276595744680854,0.25,0.21052631578947367,0.37037037037037035,0.8648161888122559,0.8706604242324829,0.8642683625221252,0.8615369200706482
85,85,A campaign group has been granted a hearing to examine the case for a judicial review of the decision to build student flats near a beauty spot.,", and the University of Oxford has a ""researched"" approach to mitigate the impact of the buildings on Oxfordshire's",". ""We are not convinced that the planning condition on contamination has been met,"" a CPRE spokesman said.","it would want to move into the same land that in Oxfordshire, despite the findings of this review.",the surrounding buildings. The City Council has urged the University to consider the possible environmental impacts of the development.,0.3,0.19047619047619052,0.21621621621621623,0.27777777777777773,0.8601937294006348,0.8672747611999512,0.8690362572669983,0.8842769861221313
86,86,Pupils at seven schools could have shorter days after a trust head say he may have to cut hours to save money.,",,,,,,,, has warned parents of the ""unthinkable"" decisions the Trust","to cut funding for schools in England. ""It's shocking - I don't know what I'd do work-","- despite the funding cuts being made, parents of a school with a daughter called them ""diabolical"". A union said it was ""terrible"" to do so and has written a letter asking",an Avery Centre and the Government of England (DfE) has said it will not face spending pressures over schools in England.,0.23076923076923078,0.15384615384615385,0.19607843137254902,0.25,0.8533681035041809,0.850687563419342,0.856063961982727,0.8541466593742371
87,87,"The Paris climate agreement could make millions of forest dwellers homeless, according to a new analysis.",",,,,s have legal rights to just 10% of the land in the world.s have been displaced",",,,.s have legal rights to just 10% of the land in Liberia...",", is a big reason for this sort of displacement, but the international community will not want to discourage indigenous indigenous peoples from opening forest lands.","and the that the international community has chosen to stop creating national parks to help people in their own land., and the international community",0.27027027027027023,0.2631578947368421,0.1923076923076923,0.18867924528301888,0.8558200597763062,0.8535560369491577,0.8725654482841492,0.8577119708061218
88,88,"More human remains have been found near a motorway slip road in Shropshire, police have said.",a human skull was found near the M54 slip road.,a human skull was found near a junction four roundabout near Telford.,"has been found. Police, with MRIs and other traces of ""a thigh"" are still being found near a crossabout junction four near Telford in Nottingham.",in a nearby Loch Willymo Memorial Memorial.,0.38461538461538464,0.28571428571428575,0.24390243902439027,0.18181818181818182,0.9194614291191101,0.8982630372047424,0.8652329444885254,0.8451289534568787
89,89,Uzbekistan's Hasanboy Dusmatov won Olympic gold in the men's light-flyweight with victory over Colombian Yuberjen Herney Martinez.,"...... is not supported on this device. Dusmatov, 23, was","Dusmatov, 23, was awarded a unanimous points victory - two judges scoring the fight 30-27, and one 29-","has been awarded a medal, and two judges in the final of the Olympic Olympic boxing finals won.",and win bronze.,0.1111111111111111,0.15789473684210525,0.303030303030303,0.15384615384615383,0.8186688423156738,0.8332195281982422,0.8609099984169006,0.8642668724060059
90,90,"University lecturers are due to start a two-day strike over pay, amid warnings other staff could join the dispute.",",,,,, and, a University and College Union spokesman said. to strike in the",", the University and College Union says the 1.1% rise offered by the universities is ""an insult"" to hardworking staff.",":, for example, and ""nive"", however, the UCU say, with Unions recommending that an existing strike would be to be taken back to the table. and unions are taking any action to","or says the Student Union is ""so disinterested"" in their choice of an offer of 1.1% to higher education staff",0.2564102564102564,0.1904761904761905,0.18867924528301885,0.19047619047619047,0.8475502133369446,0.8745242357254028,0.8318787813186646,0.8618923425674438
91,91,Controversial proposals to shut a Catholic school in East Dunbartonshire are to be examined by the Scottish government.,"to close a school in the Scottish Highlands. ""We have a very clear plan to close a school in the Scottish Highland","The Scottish Government has called in proposals to close a school in Scotland. ""This is a complex process and it's understandable","Government has had to take into account the Scottish government's decision. ""Targetably, there are more difficult circumstances,"" Mrs Geekie said, at the end of the council.",to use school at the centre of this transformation and now be called in to assess and review the plans.,0.35000000000000003,0.25,0.24489795918367346,0.2631578947368421,0.8855047225952148,0.8938326835632324,0.8570179343223572,0.8690935373306274
92,92,Japanese footballer Kazuyoshi Miura has signed a one-year contract extension with Yokohama FC at the age of 48.,", Japan's former Brazilian striker Kazu Miura has signed a new contract with the club.",'s Kazuyoshi is the oldest scorer in Japanese football - a winner in a second division match four months,Nationals (FAO) and New Zealand striker Ki Miura has signed a new contract with the club.,#NAME?,0.4117647058823529,0.22857142857142856,0.39999999999999997,0.0,0.9142146706581116,0.8665822148323059,0.8906428813934326,0.8334388732910156
93,93,Clashes have broken out in Indian-administered Kashmir on the anniversary of the killing of a militant leader.,has been re-elected as a leader in Kashmir.,has revived the image of militancy in Indian-administered Kashmir.,"a man has died as he walked to the border with Islamabad last week, and was wounded while attempting to turn to his neighbor, Ahmed Wani.",", Kashmir. on Saturday, dozens of Indian soldiers were killed in an Indian shooting. has has killed dozens of",0.33333333333333337,0.2857142857142857,0.1904761904761905,0.2222222222222222,0.8920613527297974,0.9173986911773682,0.8643648028373718,0.8734726905822754
94,94,Economic policymakers must now decide whether and how they should respond to the UK's vote to leave the EU.,",,,,,,,,,,, a rise in the currency","in the European Union, the Bank of England has decided to take action on the issue of foreign currency liquidity.",. The Bank of England may also take the risk of falling and the EU must sign a voluntary referendum in the end. The European Crisis Risk Assessment (ECB) should agree it with the EU and are prepared to take action early.,and the Crisis in Britain. It is another indicator that central banks will have to adjust to short term fluctuations in the European currency market.,0.3,0.2631578947368421,0.2368421052631579,0.19512195121951217,0.8507142066955566,0.8866373300552368,0.8547031879425049,0.8808621168136597
95,95,Sale Sharks forward Mark Easter has announced he will retire at the end of the season to take up a teaching role.,Easter has been a great coach at Sale since joining the club in 2011.,Easter has joined Sale in 2011 after six years at Northampton.,Easter has decided to leave Sale in 2011 after six weeks at Northampton.,has returned to Northampton after his debut in Portsmouth last season.,0.24242424242424243,0.26666666666666666,0.3125,0.26666666666666666,0.8799243569374084,0.8814185261726379,0.8760531544685364,0.8705801367759705
96,96,"The quality of care on a scandal-hit ward for dementia patients may have contributed to at least seven deaths, BBC Wales can reveal.",",,,, has been a major contributor to the deaths of some patients. has been reopened.",", the health board said: ""We are very much engaged in a thorough search for the truth about the Tawel Fan ward"".",that a public health board has conducted an investigation in the death of one of its patients.,over the years. A public health board report into a Health and Social Care Board investigating the death of a family member has been published,0.3225806451612903,0.2162162162162162,0.25,0.22727272727272727,0.8800475001335144,0.8545130491256714,0.8866843581199646,0.8667573928833008
97,97,A 25-year-old man from Limavady has been jailed for knocking out two men in separate attacks on the same night.,a second man was punched and knocked out when he came across the first victim lying unconscious on Market Street.,'single punch' assaults on Market Street in Limavady on 2 October 2014. A second man suffered a double,A.F.C. Court in London said he was victim of'single punch' attack on two innocent people.,A'mysterious' punch was used in the early years of'single punch' assaults in Limavad,0.1904761904761905,0.16666666666666666,0.1951219512195122,0.26666666666666666,0.8779247403144836,0.8763711452484131,0.8622677326202393,0.8384608626365662
98,98,The United States women's team goalkeeper Hope Solo has been suspended for 30 days by US Soccer following an incident during a training camp.,has been arrested on suspicion of driving under the influence in Los Angeles.,was arrested on suspicion of driving under the influence in Los Angeles on Monday.,has been arrested over a car collision as fellow US Soccer player Jo Solo was driving under the influence at the Olympic Games.,"is being held in a camp in San Francisco, California, in response to an unnamed woman arrested in the incident.",0.26666666666666666,0.2,0.19999999999999998,0.2285714285714286,0.88351970911026,0.8822503685951233,0.8817126154899597,0.8688495755195618
99,99,A barrister who was due to move into his own chambers in Huddersfield has pleaded guilty to supplying cocaine.,",,, has been arrested for conspiracy to supply the Class A drug.,, of Huddersfield, and",has been charged with conspiracy to supply a Class A drug.,"on May 25, 2017. He was sentenced Tuesday following a lengthy trial at a West Midlands Court. They appear in a court to admit conspiracy to supply the class A (Class A) drug.",#NAME?,0.3225806451612903,0.2631578947368421,0.19999999999999998,0.0,0.8644973635673523,0.8815120458602905,0.8572065234184265,0.8334388732910156
